"","MSACC","year","houseid","income","race","hispanic","reported","serious"
"39915",21,"1982",1,3,1,2,2,64
"39921",21,"1982",1,2,1,1,2,64
"39923",21,"1982",3,1,1,2,2,64
"39952",21,"1982",1,2,1,2,2,68
"39953",21,"1982",1,3,1,2,2,62
"39974",21,"1982",1,3,4,2,2,63
"39989",21,"1982",1,2,1,1,2,64
"40010",21,"1982",1,3,1,2,2,68
"40040",22,"1982",2,2,1,1,2,63
"40041",22,"1982",4,1,1,1,2,65
"40055",19,"1982",2,3,1,2,2,67
"40087",19,"1982",5,1,1,2,2,68
"40146",8,"1982",3,3,1,2,2,64
"40179",6,"1982",4,2,2,2,2,64
"40181",6,"1982",2,3,2,2,2,68
"40182",6,"1982",1,1,2,2,2,64
"40203",12,"1982",2,1,1,2,2,68
"40224",12,"1982",1,1,1,2,2,64
"40334",7,"1982",2,3,1,2,2,64
"40434",12,"1982",6,1,1,2,2,65
"40435",12,"1982",6,1,1,2,2,65
"40453",18,"1982",1,1,1,2,2,63
"40461",14,"1982",1,2,1,2,2,64
"40478",10,"1982",2,1,1,2,2,62
"40484",10,"1982",1,1,2,2,2,60
"40540",2,"1982",1,2,1,2,2,65
"40541",2,"1982",1,2,1,2,2,68
"40545",2,"1982",1,3,1,2,2,65
"40549",15,"1982",3,2,1,1,2,64
"40577",15,"1982",4,3,2,2,2,65
"40579",15,"1982",3,2,1,2,2,65
"40584",15,"1982",2,3,1,2,2,64
"40588",15,"1982",2,3,1,2,2,64
"40603",15,"1982",3,1,2,2,2,67
"40709",39,"1982",1,3,1,2,2,68
"40739",39,"1982",1,3,1,1,2,67
"40758",38,"1982",3,3,1,2,2,65
"40774",5,"1982",1,2,1,2,2,68
"40785",11,"1982",2,2,1,2,2,67
"40923",35,"1982",3,2,1,2,2,62
"40933",24,"1982",1,3,1,2,2,65
"40945",24,"1982",3,2,2,2,2,65
"40948",24,"1982",3,2,2,2,2,64
"40949",24,"1982",3,2,2,2,2,62
"40983",24,"1982",1,1,2,2,2,68
"41011",30,"1982",3,1,1,2,2,65
"41073",36,"1982",1,3,4,2,2,68
"41088",36,"1982",2,1,1,2,2,68
"41089",36,"1982",2,1,1,2,2,68
"41158",34,"1982",3,2,1,2,2,68
"41159",34,"1982",3,2,1,2,2,68
"41160",34,"1982",3,2,1,2,2,68
"41161",34,"1982",3,2,1,2,2,68
"41162",34,"1982",3,2,1,2,2,68
"41168",34,"1982",4,2,1,2,2,68
"41187",27,"1982",3,3,1,2,2,67
"41188",27,"1982",3,3,1,2,2,65
"41189",27,"1982",3,3,1,2,2,65
"41190",27,"1982",3,3,1,2,2,65
"41211",1,"1982",3,2,1,1,2,68
"41261",17,"1982",1,3,1,2,2,64
"41286",17,"1982",4,1,2,2,2,65
"41287",17,"1982",4,1,2,2,2,65
"41290",17,"1982",4,1,2,2,2,65
"41297",17,"1982",1,3,1,2,2,68
"41298",17,"1982",1,3,1,2,2,68
"41348",21,"1982",1,3,1,1,2,64
"41381",26,"1982",1,1,2,2,2,67
"41394",26,"1982",3,3,1,2,2,68
"41407",26,"1982",1,1,2,2,2,68
"41408",26,"1982",3,1,1,2,2,68
"41416",26,"1982",1,1,3,2,2,64
"41417",26,"1982",1,1,3,2,2,68
"41418",26,"1982",1,2,2,2,2,67
"41419",26,"1982",1,2,2,2,2,68
"41423",28,"1982",3,3,1,2,2,68
"41460",4,"1982",1,3,1,2,2,63
"41463",4,"1982",1,2,1,2,2,68
"41487",4,"1982",1,3,1,2,2,62
"41520",21,"1982",1,2,4,2,2,64
"41521",21,"1982",2,2,2,1,2,68
"41530",21,"1982",4,1,2,2,2,64
"41531",21,"1982",2,3,2,2,2,65
"41548",21,"1982",1,1,2,2,2,64
"41553",21,"1982",2,1,1,1,2,60
"41576",21,"1982",1,3,2,2,2,68
"41608",21,"1982",1,3,1,2,2,68
"41644",20,"1982",3,2,1,2,2,64
"41645",20,"1982",3,2,1,2,2,68
"41646",20,"1982",3,2,1,2,2,68
"41691",16,"1982",2,2,1,2,2,68
"41692",16,"1982",2,2,1,2,2,65
"41704",19,"1982",2,2,1,2,2,68
"41721",19,"1982",3,2,1,2,2,68
"41725",19,"1982",1,1,1,2,2,65
"41742",32,"1982",3,1,1,2,2,68
"41743",32,"1982",2,2,1,2,2,65
"41747",32,"1982",2,1,1,2,2,64
"41748",32,"1982",2,2,1,2,2,60
"41750",32,"1982",1,3,1,2,2,68
"41777",8,"1982",2,2,1,2,2,67
"41790",6,"1982",2,2,1,1,2,63
"41801",6,"1982",2,2,1,1,2,64
"41802",6,"1982",2,2,1,1,2,64
"41852",12,"1982",2,2,2,2,2,64
"41853",12,"1982",2,2,2,2,2,67
"41863",12,"1982",3,1,1,2,2,65
"41864",12,"1982",3,1,1,2,2,64
"41872",12,"1982",4,2,1,2,2,65
"41873",12,"1982",4,2,1,2,2,67
"41893",12,"1982",1,3,2,2,2,68
"41894",12,"1982",1,3,2,2,2,67
"41918",12,"1982",1,3,1,2,2,67
"41964",9,"1982",2,2,1,2,2,68
"41979",7,"1982",1,3,1,2,2,68
"41988",7,"1982",3,2,2,2,2,68
"41989",7,"1982",3,2,2,2,2,68
"41990",7,"1982",1,2,1,2,2,67
"42019",32,"1982",1,3,1,2,2,65
"42021",32,"1982",1,3,1,2,2,68
"42076",12,"1982",1,2,1,2,2,68
"42077",12,"1982",1,2,1,2,2,68
"42078",12,"1982",1,2,1,2,2,68
"42093",18,"1982",3,2,1,1,2,64
"42104",14,"1982",2,3,1,2,2,68
"42115",10,"1982",4,1,1,2,2,68
"42120",10,"1982",5,1,1,2,2,64
"42121",10,"1982",5,1,1,2,2,68
"42181",2,"1982",2,1,2,2,2,68
"42194",15,"1982",2,3,2,2,2,65
"42206",15,"1982",3,3,1,2,2,64
"42207",15,"1982",3,3,1,2,2,65
"42234",15,"1982",3,2,1,2,2,64
"42239",15,"1982",3,2,1,2,2,67
"42240",15,"1982",3,2,1,2,2,65
"42241",15,"1982",3,2,1,2,2,68
"42243",15,"1982",3,2,1,2,2,65
"42286",39,"1982",1,1,2,2,2,64
"42291",39,"1982",1,1,2,2,2,67
"42321",33,"1982",1,1,1,1,2,64
"42336",25,"1982",4,1,1,2,2,68
"42340",25,"1982",1,3,1,2,2,68
"42393",2,"1982",1,2,1,2,2,68
"42442",11,"1982",5,1,1,1,2,63
"42487",29,"1982",4,3,1,2,2,68
"42525",17,"1982",3,2,1,2,2,65
"42535",17,"1982",1,3,1,2,2,68
"42565",17,"1982",1,3,2,2,2,64
"42602",24,"1982",2,2,1,2,2,68
"42603",24,"1982",2,2,1,2,2,68
"42631",35,"1982",2,2,1,2,2,65
"42632",35,"1982",2,2,1,2,2,68
"42634",35,"1982",2,2,1,2,2,67
"42698",30,"1982",4,1,1,2,2,65
"42700",30,"1982",4,1,1,2,2,68
"42824",34,"1982",3,2,1,2,2,68
"42828",34,"1982",3,2,1,2,2,65
"42829",34,"1982",3,2,1,2,2,68
"42853",34,"1982",1,1,1,1,2,65
"42979",17,"1982",1,3,1,2,2,64
"42980",17,"1982",1,3,1,2,2,64
"43002",21,"1982",2,2,1,2,2,68
"43006",21,"1982",1,1,2,2,2,64
"43009",21,"1982",1,2,2,2,2,64
"43037",21,"1982",1,2,1,2,2,67
"43053",21,"1982",1,1,1,1,2,64
"43058",21,"1982",1,2,1,1,2,64
"43063",21,"1982",1,2,1,1,2,64
"43090",26,"1982",1,2,1,2,2,67
"43130",26,"1982",1,1,1,2,2,64
"43158",26,"1982",2,3,1,8,2,64
"43182",28,"1982",1,3,1,2,2,68
"43218",28,"1982",1,1,1,2,2,67
"43219",28,"1982",1,1,1,2,2,65
"43296",4,"1982",1,2,1,2,2,63
"43320",4,"1982",2,2,2,2,2,68
"43322",4,"1982",1,3,1,2,2,62
"43406",21,"1982",2,1,2,2,2,65
"43414",21,"1982",1,2,2,2,2,64
"43415",21,"1982",1,2,1,1,2,68
"43422",21,"1982",1,3,1,2,2,68
"43435",21,"1982",1,3,1,1,2,65
"43447",21,"1982",1,1,1,2,2,68
"43453",21,"1982",1,1,2,2,2,65
"43462",21,"1982",1,2,2,2,2,65
"43471",21,"1982",1,2,2,2,2,64
"43475",21,"1982",1,3,2,2,2,64
"43476",21,"1982",2,2,2,2,2,64
"43477",21,"1982",2,2,2,2,2,64
"43481",21,"1982",1,3,1,2,2,64
"43482",21,"1982",1,3,1,2,2,64
"43483",21,"1982",1,3,1,2,2,65
"43493",21,"1982",1,1,1,2,2,64
"43497",21,"1982",1,1,2,2,2,64
"43533",21,"1982",1,2,1,1,2,62
"43540",21,"1982",1,3,1,2,2,68
"43542",21,"1982",1,2,1,2,2,64
"43543",21,"1982",2,1,1,1,2,62
"43560",21,"1982",2,1,1,1,2,64
"43579",21,"1982",1,3,2,2,2,64
"43593",21,"1982",1,1,1,1,2,65
"43597",21,"1982",1,2,2,2,2,64
"43605",21,"1982",1,3,2,2,2,68
"43606",21,"1982",1,3,2,2,2,67
"43620",21,"1982",1,2,1,2,2,68
"43638",21,"1982",2,2,1,1,2,68
"43639",21,"1982",2,2,1,1,2,68
"43670",21,"1982",1,3,1,2,2,63
"43685",21,"1982",1,2,1,2,2,64
"43690",21,"1982",2,3,1,2,2,64
"43702",20,"1982",1,1,1,2,2,68
"43730",20,"1982",2,1,1,2,2,68
"43746",20,"1982",1,3,1,2,2,64
"43747",20,"1982",1,3,1,2,2,64
"43748",20,"1982",1,3,1,2,2,68
"43749",20,"1982",1,3,1,2,2,68
"43793",20,"1982",1,3,1,2,2,68
"43805",20,"1982",1,3,1,2,2,64
"43854",20,"1982",1,3,1,2,2,68
"43866",21,"1982",1,3,2,2,2,68
"43920",22,"1982",2,2,2,2,2,63
"43957",22,"1982",3,3,1,1,2,65
"44085",19,"1982",1,3,1,2,2,64
"44163",19,"1982",1,3,1,2,2,65
"44164",19,"1982",1,3,1,2,2,67
"44181",32,"1982",2,1,2,2,2,68
"44184",32,"1982",2,1,2,2,2,64
"44187",32,"1982",2,3,1,2,2,65
"44190",32,"1982",1,1,2,2,2,64
"44195",32,"1982",1,3,1,2,2,65
"44203",32,"1982",3,2,1,2,2,65
"44218",32,"1982",1,3,1,2,2,68
"44219",32,"1982",1,3,1,2,2,68
"44229",32,"1982",1,3,1,2,2,68
"44244",32,"1982",1,1,1,2,2,64
"44245",32,"1982",1,1,1,2,2,64
"44246",32,"1982",1,3,1,2,2,68
"44282",8,"1982",1,2,1,2,2,67
"44294",8,"1982",1,1,2,2,2,68
"44326",8,"1982",1,2,1,2,2,68
"44341",6,"1982",2,1,1,2,2,65
"44352",6,"1982",1,1,1,2,2,64
"44361",6,"1982",1,1,2,2,2,65
"44388",6,"1982",1,1,2,2,2,68
"44389",6,"1982",1,1,2,2,2,68
"44420",6,"1982",1,1,4,2,2,64
"44429",6,"1982",2,2,1,1,2,64
"44431",6,"1982",2,2,1,1,2,64
"44443",6,"1982",1,1,1,2,2,68
"44444",6,"1982",2,1,1,2,2,68
"44455",6,"1982",1,1,2,2,2,68
"44463",6,"1982",1,1,2,2,2,68
"44473",6,"1982",1,1,2,2,2,65
"44474",6,"1982",1,1,2,2,2,68
"44479",6,"1982",1,2,2,2,2,65
"44480",6,"1982",1,1,1,1,2,68
"44521",6,"1982",1,1,2,2,2,65
"44554",12,"1982",1,1,1,2,2,65
"44555",12,"1982",1,1,1,2,2,65
"44567",12,"1982",1,3,1,2,2,67
"44616",12,"1982",1,1,2,2,2,62
"44621",12,"1982",1,1,2,2,2,68
"44643",12,"1982",1,3,2,2,2,64
"44649",12,"1982",1,3,1,2,2,65
"44826",12,"1982",1,3,1,2,2,68
"44851",9,"1982",2,1,1,2,2,65
"44852",9,"1982",2,1,1,2,2,68
"44853",9,"1982",2,1,1,2,2,67
"44872",9,"1982",4,2,1,2,2,67
"44873",9,"1982",4,2,1,2,2,68
"44889",9,"1982",1,3,1,2,2,64
"44895",9,"1982",1,2,1,2,2,65
"44967",16,"1982",1,3,1,2,2,68
"44982",16,"1982",2,2,1,2,2,65
"45009",32,"1982",1,3,1,2,2,68
"45010",32,"1982",1,3,1,2,2,68
"45024",6,"1982",1,2,1,2,2,68
"45046",6,"1982",1,3,1,1,2,68
"45047",6,"1982",1,3,1,1,2,65
"45060",6,"1982",2,3,1,2,2,68
"45079",6,"1982",1,2,1,2,2,68
"45094",6,"1982",1,3,1,2,2,67
"45096",6,"1982",1,3,1,2,2,68
"45097",6,"1982",1,2,1,2,2,67
"45182",12,"1982",2,3,1,1,2,68
"45183",12,"1982",2,3,1,1,2,68
"45214",18,"1982",2,2,2,2,2,65
"45267",14,"1982",1,1,2,2,2,62
"45274",14,"1982",1,3,1,2,2,68
"45289",14,"1982",1,3,1,2,2,68
"45318",14,"1982",3,2,1,2,2,65
"45355",10,"1982",3,2,1,2,2,64
"45358",10,"1982",1,2,2,2,2,68
"45370",10,"1982",1,1,2,2,2,67
"45371",10,"1982",1,1,2,2,2,64
"45372",10,"1982",1,1,2,2,2,68
"45374",10,"1982",1,2,2,2,2,65
"45379",10,"1982",2,3,1,2,2,68
"45404",10,"1982",1,1,1,2,2,67
"45484",23,"1982",3,2,1,2,2,68
"45606",15,"1982",2,2,1,2,2,64
"45633",15,"1982",2,2,1,2,2,68
"45640",15,"1982",1,2,1,2,2,63
"45665",15,"1982",3,3,1,2,2,67
"45671",15,"1982",1,1,1,2,2,68
"45673",15,"1982",1,2,1,1,2,64
"45674",15,"1982",1,2,1,1,2,68
"45700",15,"1982",1,3,1,1,2,65
"45713",15,"1982",2,2,1,2,2,65
"45714",15,"1982",2,2,1,2,2,64
"45716",15,"1982",2,2,1,2,2,64
"45762",3,"1982",1,1,1,2,2,68
"45763",3,"1982",1,1,1,2,2,68
"45764",3,"1982",1,1,1,2,2,62
"45766",3,"1982",1,1,1,2,2,64
"45779",3,"1982",1,3,1,2,2,65
"45789",3,"1982",1,3,1,2,2,65
"45816",3,"1982",1,1,2,2,2,64
"45817",3,"1982",1,1,2,2,2,64
"45828",3,"1982",2,2,1,2,2,68
"45874",39,"1982",1,2,2,2,2,65
"45961",33,"1982",4,2,1,1,2,65
"45990",25,"1982",2,2,1,2,2,67
"45991",25,"1982",2,2,1,2,2,68
"46003",25,"1982",3,2,1,2,2,68
"46004",25,"1982",3,2,1,2,2,68
"46005",25,"1982",3,2,1,2,2,68
"46007",25,"1982",2,2,1,2,2,65
"46044",25,"1982",1,3,1,2,2,68
"46055",39,"1982",1,3,2,2,2,67
"46093",39,"1982",1,2,1,2,2,67
"46094",39,"1982",1,2,1,2,2,65
"46145",39,"1982",2,3,2,2,2,68
"46174",39,"1982",1,1,1,2,2,65
"46175",39,"1982",2,1,1,2,2,65
"46202",2,"1982",1,1,1,2,2,65
"46218",38,"1982",1,2,2,2,2,64
"46228",38,"1982",2,2,2,2,2,60
"46230",38,"1982",2,2,2,2,2,68
"46255",38,"1982",1,1,1,2,2,67
"46265",38,"1982",1,2,1,2,2,68
"46266",38,"1982",1,2,1,2,2,68
"46282",5,"1982",1,2,2,2,2,65
"46328",15,"1982",3,1,2,2,2,68
"46336",15,"1982",2,1,2,2,2,64
"46389",11,"1982",3,2,1,2,2,68
"46405",11,"1982",1,2,1,2,2,68
"46420",11,"1982",2,2,1,2,2,68
"46430",11,"1982",2,2,1,1,2,64
"46467",11,"1982",2,3,1,2,2,68
"46468",11,"1982",2,3,1,2,2,68
"46469",11,"1982",1,1,1,2,2,68
"46484",29,"1982",3,2,1,2,2,67
"46491",29,"1982",1,2,1,2,2,65
"46502",29,"1982",2,1,1,2,2,65
"46511",29,"1982",1,2,1,2,2,68
"46532",29,"1982",3,1,1,2,2,65
"46536",29,"1982",1,1,1,2,2,65
"46539",29,"1982",1,2,1,2,2,68
"46559",29,"1982",2,3,1,2,2,65
"46564",29,"1982",2,1,1,2,2,68
"46656",17,"1982",1,2,1,1,2,64
"46702",17,"1982",1,2,4,2,2,64
"46718",17,"1982",2,1,1,2,2,68
"46729",17,"1982",1,3,1,2,2,68
"46754",17,"1982",1,1,1,1,2,64
"46773",17,"1982",2,2,1,1,2,64
"46777",17,"1982",1,3,4,2,2,64
"46778",17,"1982",1,2,1,1,2,64
"46801",35,"1982",1,2,1,2,2,68
"46822",24,"1982",2,2,1,1,2,67
"46833",24,"1982",1,3,1,2,2,68
"46881",24,"1982",2,1,1,1,2,68
"46901",24,"1982",1,3,1,2,2,68
"46909",35,"1982",1,2,2,2,2,68
"46913",35,"1982",1,3,1,2,2,65
"46948",35,"1982",1,2,1,2,2,68
"46961",35,"1982",3,1,1,2,2,64
"46973",35,"1982",1,3,1,1,2,65
"46993",24,"1982",1,3,1,2,2,65
"47003",35,"1982",1,2,1,2,2,65
"47107",30,"1982",1,1,1,2,2,64
"47110",30,"1982",2,2,1,2,2,65
"47112",30,"1982",1,2,1,2,2,60
"47138",31,"1982",1,3,1,2,2,68
"47145",31,"1982",2,2,1,2,2,65
"47172",31,"1982",3,3,1,2,2,64
"47272",36,"1982",2,1,1,2,2,67
"47354",37,"1982",1,3,1,2,2,68
"47361",37,"1982",1,1,1,2,2,65
"47381",37,"1982",2,1,1,2,2,67
"47439",34,"1982",2,1,1,2,2,68
"47471",34,"1982",1,3,1,2,2,68
"47495",34,"1982",2,2,1,2,2,62
"47525",34,"1982",3,1,1,1,2,60
"47526",34,"1982",3,1,1,1,2,65
"47560",34,"1982",1,1,2,2,2,63
"47574",34,"1982",2,1,1,2,2,63
"47580",34,"1982",3,2,1,2,2,65
"47581",34,"1982",3,2,1,2,2,64
"47589",34,"1982",2,1,1,2,2,65
"47593",34,"1982",1,3,1,2,2,65
"47602",34,"1982",2,2,1,2,2,64
"47603",34,"1982",2,2,1,2,2,63
"47606",34,"1982",3,2,1,1,2,68
"47610",34,"1982",1,3,1,1,2,65
"47626",34,"1982",1,3,2,2,2,67
"47650",27,"1982",1,3,1,2,2,65
"47653",27,"1982",1,2,1,2,2,63
"47681",27,"1982",1,2,1,2,2,64
"47686",27,"1982",1,1,1,2,2,64
"47722",27,"1982",1,1,1,2,2,68
"47723",27,"1982",1,1,1,2,2,68
"47846",1,"1982",1,2,1,2,2,68
"47851",1,"1982",2,2,1,2,2,68
"47897",17,"1982",1,3,1,1,2,68
"47906",17,"1982",1,2,1,1,2,68
"47908",17,"1982",1,2,1,1,2,65
"47910",17,"1982",1,2,1,1,2,68
"47922",17,"1982",1,1,2,2,2,68
"47937",17,"1982",2,1,2,2,2,65
"47984",17,"1982",1,2,1,2,2,65
"48038",17,"1982",4,3,1,2,2,67
"48064",17,"1982",2,1,2,2,2,68
"48069",17,"1982",1,1,1,1,2,65
"48144",21,"1982",1,1,2,2,2,64
"48167",21,"1982",1,3,1,2,2,64
"48187",21,"1982",1,1,1,2,2,67
"48283",26,"1982",1,1,2,2,2,65
"48284",26,"1982",1,1,2,2,2,65
"48305",26,"1982",1,2,1,2,2,67
"48345",26,"1982",1,1,2,2,2,62
"48363",26,"1982",1,3,2,2,2,62
"48382",28,"1982",1,2,1,2,2,67
"48383",28,"1982",1,2,1,2,2,65
"48387",28,"1982",1,3,1,2,2,68
"48413",28,"1982",1,3,1,2,2,62
"48420",28,"1982",2,2,1,2,2,65
"48423",28,"1982",1,2,1,2,2,68
"48443",28,"1982",1,3,1,2,2,68
"48453",4,"1982",1,1,1,2,2,64
"48459",4,"1982",2,2,1,2,2,65
"48460",4,"1982",1,3,1,2,2,64
"48469",4,"1982",3,2,1,2,2,63
"48470",4,"1982",3,2,1,2,2,65
"48498",4,"1982",3,1,1,2,2,68
"48503",4,"1982",2,3,1,2,2,64
"48506",4,"1982",1,3,1,2,2,64
"48543",4,"1982",2,3,1,2,2,65
"48618",26,"1982",1,2,1,1,2,65
"48646",21,"1982",1,2,1,2,2,68
"48656",21,"1982",1,2,2,2,2,64
"48659",21,"1982",1,2,2,2,2,64
"48685",21,"1982",1,2,1,1,2,68
"48687",21,"1982",2,2,1,1,2,64
"48688",21,"1982",2,2,1,1,2,64
"48698",21,"1982",1,1,1,1,2,64
"48713",21,"1982",1,3,2,2,2,62
"48714",21,"1982",1,3,2,2,2,63
"48727",21,"1982",1,2,2,2,2,64
"48728",21,"1982",1,2,2,2,2,68
"48737",21,"1982",1,2,1,2,2,68
"48761",21,"1982",3,1,1,1,2,67
"48762",21,"1982",3,1,1,1,2,67
"48764",21,"1982",1,2,1,1,2,68
"48765",21,"1982",1,2,1,1,2,65
"48767",21,"1982",1,1,1,1,2,64
"48774",21,"1982",1,1,2,2,2,64
"48783",21,"1982",1,2,2,2,2,68
"48795",21,"1982",1,2,2,2,2,64
"48815",21,"1982",1,2,1,2,2,65
"48824",21,"1982",1,2,1,2,2,64
"48825",21,"1982",1,2,2,2,2,64
"48830",21,"1982",1,1,2,2,2,64
"48840",21,"1982",2,3,2,1,2,64
"48849",21,"1982",1,3,1,2,2,64
"48874",21,"1982",1,3,1,2,2,63
"48892",21,"1982",1,2,1,1,2,67
"49051",20,"1982",1,3,1,2,2,64
"49067",22,"1982",1,3,1,2,2,68
"49068",22,"1982",1,3,1,2,2,64
"49093",4,"1982",1,3,1,2,2,63
"49105",16,"1982",2,1,1,2,2,64
"49112",16,"1982",2,1,1,2,2,68
"49135",16,"1982",2,2,1,2,2,65
"49157",19,"1982",5,1,1,2,2,67
"49246",19,"1982",3,3,2,2,2,68
"49248",19,"1982",3,2,1,2,2,67
"49263",19,"1982",1,3,1,2,2,62
"49264",19,"1982",1,3,1,2,2,68
"49265",19,"1982",1,3,1,2,2,65
"49267",19,"1982",1,3,1,2,2,68
"49268",19,"1982",1,3,1,2,2,68
"49273",19,"1982",1,3,1,2,2,68
"49294",12,"1982",1,3,1,2,2,64
"49313",32,"1982",2,1,1,2,2,65
"49347",32,"1982",1,2,2,2,2,65
"49381",8,"1982",2,1,3,2,2,68
"49418",8,"1982",1,1,1,2,2,68
"49419",8,"1982",1,2,1,2,2,64
"49433",8,"1982",1,2,1,2,2,65
"49454",8,"1982",1,1,2,2,2,64
"49494",6,"1982",1,3,1,2,2,68
"49495",6,"1982",1,3,1,2,2,68
"49504",6,"1982",1,2,2,2,2,68
"49511",6,"1982",1,3,1,1,2,65
"49542",6,"1982",1,2,2,2,2,68
"49556",6,"1982",1,1,2,2,2,64
"49588",6,"1982",1,1,2,2,2,64
"49593",6,"1982",1,1,2,2,2,65
"49597",6,"1982",1,1,2,2,2,65
"49609",6,"1982",1,2,2,2,2,65
"49630",6,"1982",1,3,2,2,2,64
"49635",6,"1982",1,3,2,2,2,67
"49636",6,"1982",1,3,2,2,2,68
"49637",6,"1982",1,3,2,2,2,60
"49638",6,"1982",2,2,1,1,2,65
"49655",12,"1982",5,1,1,2,2,68
"49656",12,"1982",5,1,1,2,2,65
"49672",12,"1982",3,2,1,2,2,65
"49673",12,"1982",3,3,1,2,2,65
"49697",12,"1982",1,3,1,1,2,67
"49701",12,"1982",2,1,1,2,2,65
"49702",12,"1982",2,1,1,2,2,68
"49703",12,"1982",2,1,1,2,2,68
"49767",12,"1982",1,2,2,2,2,68
"49769",12,"1982",1,2,2,2,2,68
"49792",12,"1982",1,1,2,2,2,64
"49864",12,"1982",1,1,1,2,2,68
"49886",12,"1982",1,3,2,2,2,68
"49934",12,"1982",1,1,2,2,2,65
"49935",12,"1982",1,1,2,2,2,68
"49943",12,"1982",1,2,1,2,2,68
"49971",9,"1982",1,2,1,2,2,67
"49974",9,"1982",1,2,1,2,2,60
"50120",32,"1982",2,2,1,2,2,64
"50121",32,"1982",2,2,1,2,2,68
"50180",6,"1982",3,2,1,2,2,67
"50191",6,"1982",1,2,2,2,2,68
"50252",12,"1982",1,1,1,2,2,63
"50338",14,"1982",2,2,1,2,2,68
"50349",14,"1982",1,3,1,2,2,68
"50391",10,"1982",3,3,1,2,2,64
"50441",10,"1982",1,1,2,2,2,65
"50463",10,"1982",2,2,1,2,2,65
"50502",10,"1982",1,3,1,2,2,68
"50503",10,"1982",1,3,1,2,2,65
"50541",10,"1982",2,3,1,2,2,68
"50555",10,"1982",1,3,1,2,2,68
"50556",10,"1982",1,1,1,2,2,67
"50568",23,"1982",1,3,1,2,2,67
"50570",23,"1982",2,2,2,2,2,68
"50571",23,"1982",2,2,2,2,2,68
"50576",23,"1982",2,3,2,2,2,68
"50578",23,"1982",1,2,2,2,2,67
"50581",23,"1982",1,3,2,2,2,68
"50582",23,"1982",1,3,2,2,2,68
"50602",23,"1982",1,1,2,2,2,68
"50617",2,"1982",1,2,1,2,2,65
"50618",2,"1982",1,2,1,2,2,65
"50674",2,"1982",1,3,1,2,2,64
"50681",2,"1982",1,2,1,2,2,65
"50776",15,"1982",4,3,1,2,2,64
"50803",15,"1982",3,3,1,1,2,68
"50821",15,"1982",2,3,1,2,2,63
"50839",15,"1982",1,1,2,2,2,64
"50840",15,"1982",1,2,2,2,2,68
"50842",15,"1982",1,2,2,2,2,68
"50850",15,"1982",1,2,1,2,2,68
"50867",3,"1982",1,2,1,2,2,60
"50900",3,"1982",2,3,2,2,2,68
"50912",3,"1982",1,3,2,2,2,68
"50982",39,"1982",1,1,2,2,2,68
"50987",39,"1982",1,3,1,2,2,68
"50997",39,"1982",2,1,2,2,2,65
"51000",39,"1982",2,1,2,2,2,68
"51071",25,"1982",2,2,1,2,2,68
"51092",25,"1982",3,1,1,2,2,67
"51106",25,"1982",2,2,1,2,2,67
"51108",25,"1982",2,2,1,2,2,68
"51109",25,"1982",2,2,1,2,2,68
"51189",39,"1982",2,2,1,2,2,65
"51263",38,"1982",2,3,1,2,2,68
"51305",38,"1982",2,1,1,2,2,68
"51316",38,"1982",1,2,1,2,2,68
"51323",38,"1982",3,1,1,2,2,68
"51388",5,"1982",3,1,1,2,2,68
"51409",5,"1982",1,3,2,2,2,68
"51410",5,"1982",1,3,2,2,2,68
"51458",11,"1982",1,1,3,2,2,64
"51473",11,"1982",3,3,1,2,2,65
"51476",11,"1982",1,3,1,2,2,65
"51478",11,"1982",1,3,1,2,2,68
"51480",11,"1982",1,3,1,2,2,65
"51497",11,"1982",1,3,1,2,2,67
"51498",11,"1982",1,3,1,2,2,68
"51499",29,"1982",5,3,1,2,2,68
"51501",29,"1982",3,2,1,2,2,65
"51579",29,"1982",1,1,1,2,2,64
"51593",29,"1982",1,3,1,2,2,68
"51607",17,"1982",1,1,4,2,2,64
"51611",17,"1982",1,2,1,2,2,64
"51621",17,"1982",1,1,1,1,2,67
"51659",17,"1982",1,3,1,2,2,65
"51693",17,"1982",2,3,1,1,2,64
"51723",17,"1982",1,3,1,2,2,68
"51731",17,"1982",1,1,1,2,2,64
"51767",17,"1982",1,3,1,2,2,68
"51795",17,"1982",2,3,4,2,2,62
"51796",17,"1982",1,1,4,2,2,64
"51799",17,"1982",1,2,1,1,2,63
"51807",17,"1982",1,1,2,2,2,63
"51816",35,"1982",2,1,1,2,2,64
"51826",35,"1982",2,1,1,2,2,68
"51858",24,"1982",1,2,1,2,2,68
"51894",35,"1982",1,3,4,2,2,68
"51920",35,"1982",1,1,4,2,2,65
"51921",35,"1982",1,1,4,2,2,67
"51923",35,"1982",1,1,4,2,2,65
"51935",24,"1982",1,3,3,2,2,64
"51947",35,"1982",2,1,1,2,2,68
"51948",35,"1982",2,3,1,2,2,67
"51969",35,"1982",2,3,1,2,2,68
"52009",35,"1982",2,3,1,2,2,68
"52037",24,"1982",1,1,2,2,2,64
"52041",24,"1982",1,1,2,2,2,64
"52054",30,"1982",2,3,1,2,2,68
"52083",30,"1982",1,2,1,2,2,64
"52093",30,"1982",1,3,1,1,2,65
"52119",30,"1982",1,3,1,1,2,65
"52210",31,"1982",2,1,1,2,2,68
"52211",31,"1982",2,1,1,2,2,68
"52212",31,"1982",2,1,1,2,2,68
"52219",31,"1982",1,3,1,2,2,65
"52220",31,"1982",1,3,1,2,2,62
